accuracy,f1-score,model,precision,prevalence,recall,specificity,test_time,train_mask,train_ratio,train_time,use_meta
0.930720567813609,0.9425610848151463,naive_bayes_1,0.9676910953506698,0.6187316772103071,0.9187032418952619,0.9502225819506273,177.8430528640747,"(25920, 32401)",0.05,4.849340200424194,False
0.8595679012345679,0.8733648761480656,naive_bayes_2,0.9968233799237611,0.6231481481481481,0.7771173848439822,0.9959049959049959,197.25127267837524,"(6480, 12960)",0.05,4.978028297424316,True
0.9337962962962963,0.9446380178087496,naive_bayes_4,0.9822866344605475,0.6208333333333333,0.9097688292319165,0.9731379731379731,191.68466639518738,"(19440, 25920)",0.05,4.972696781158447,False
0.9297839506172839,0.9400605980766698,naive_bayes_2,0.9947030945079454,0.6179012345679012,0.8911088911088911,0.9923263327948304,236.91226029396057,"(12960, 19440)",0.5,47.94105505943298,True
0.4287037037037037,0.19939446366782007,naive_bayes_3,0.7670549084858569,0.6208333333333333,0.11459110116828237,0.9430199430199431,213.473219871521,"(19440, 25920)",1.0,96.54911184310913,False
0.8572751118654529,0.8698832465888311,naive_bayes_2,0.9977412068409164,0.6187316772103071,0.771072319201995,0.9971671388101983,194.94768905639648,"(25920, 32401)",0.05,4.6035237312316895,True
0.9317901234567901,0.9418726985796948,naive_bayes_0,0.9947222222222222,0.6179012345679012,0.8943556443556444,0.9923263327948304,240.15794682502747,"(12960, 19440)",0.5,48.05456852912903,True
0.9347222222222222,0.9437125748502995,naive_bayes_2,0.9960674157303371,0.6103395061728395,0.8965865992414666,0.9944554455445545,233.76010179519653,"(0, 6480)",0.5,48.473623275756836,True
0.9787037037037037,0.9829419035846725,naive_bayes_2,0.9730788056779246,0.6179012345679012,0.993006993006993,0.9555735056542811,212.37247347831726,"(12960, 19440)",1.0,95.33649611473083,False
0.4433641975308642,0.2238003012696363,naive_bayes_3,0.7514450867052023,0.6103395061728395,0.13147914032869784,0.9318811881188119,193.66524529457092,"(0, 6480)",0.5,47.951475858688354,False
0.3783366764388212,0.005921539600296077,naive_bayes_3,0.27906976744186046,0.6187316772103071,0.0029925187032418953,0.9874544718737354,163.06176114082336,"(25920, 32401)",0.05,4.911076545715332,False
0.3756172839506173,0.0009876543209876543,naive_bayes_3,0.16666666666666666,0.6231481481481481,0.0004952947003467063,0.9959049959049959,202.61800622940063,"(6480, 12960)",0.5,47.77200412750244,True
0.9291666666666667,0.9398821218074654,naive_bayes_4,0.9974979149291076,0.6231481481481481,0.888558692421991,0.9963144963144963,213.36041283607483,"(6480, 12960)",0.5,46.74252724647522,True
0.6231481481481481,0.7678265830005705,naive_bayes_3,0.6231481481481481,0.6231481481481481,1.0,0.0,165.44725012779236,"(6480, 12960)",1.0,97.39397025108337,False
0.9452160493827161,0.9543290878682619,naive_bayes_2,0.9930388219544846,0.6231481481481481,0.9185240217929668,0.9893529893529893,206.93913865089417,"(6480, 12960)",0.5,46.0702965259552,True
0.9782407407407407,0.9827691555664182,naive_bayes_2,0.9700844390832328,0.6231481481481481,0.995789995047053,0.9492219492219492,176.52749943733215,"(6480, 12960)",1.0,96.72559976577759,False
0.8676130226816849,0.8826586433260394,naive_bayes_1,0.9772864930345245,0.6187316772103071,0.8047381546134663,0.9696479158235533,189.94346618652344,"(25920, 32401)",0.05,4.53107213973999,True
0.9796327727202592,0.9837117472852911,naive_bayes_0,0.97361993160723,0.6187316772103071,0.9940149625935162,0.9562929987859167,171.2610855102539,"(25920, 32401)",1.0,97.38692021369934,False
0.9560185185185185,0.9628857924208882,naive_bayes_0,0.992749731471536,0.6103395061728395,0.9347661188369153,0.9893069306930693,180.5489113330841,"(0, 6480)",1.0,97.36530947685242,True
0.8587962962962963,0.8714707121786768,naive_bayes_2,0.9958266452648475,0.6179012345679012,0.7747252747252747,0.9947495961227787,194.97869753837585,"(12960, 19440)",0.05,4.544450759887695,True
0.3806511340842463,0.02478134110787172,naive_bayes_3,0.4811320754716981,0.6187316772103071,0.012718204488778055,0.9777418049372724,164.8868248462677,"(25920, 32401)",0.5,48.377541065216064,False
0.3768518518518518,,naive_bayes_3,,0.6231481481481481,0.0,1.0,169.69744324684143,"(6480, 12960)",0.05,4.727175951004028,True
0.9368924548680759,0.9472053698205757,naive_bayes_0,0.9818035857639819,0.6187316772103071,0.9149625935162095,0.9724807770133549,157.34114980697632,"(25920, 32401)",0.05,5.03872275352478,False
0.9243827160493827,0.9352708058124175,naive_bayes_4,0.9980265012686778,0.6208333333333333,0.8799403430275914,0.9971509971509972,170.64022421836853,"(19440, 25920)",0.5,47.653995752334595,True
